date,tourism_num
2014-06-04,7974
2014-06-03,6514
2014-06-02,8905
2014-06-01,18264
2014-05-31,14431
2014-05-30,9766
2014-05-29,9586
2014-05-28,9345
2014-05-27,9746
2014-05-26,8676
2014-05-25,10971
2014-05-24,12975
2014-05-23,12643
2014-05-22,10013
2014-05-21,11099
2014-05-20,10321
2014-05-19,12014
2014-05-18,9204
2014-05-17,11997
2014-05-16,9708
2014-05-15,9550
2014-05-14,7831
2014-05-13,9351
2014-05-12,9102
2014-05-11,9347
2014-05-10,10048
2014-05-09,8391
2014-05-08,7020
2014-05-07,6617
2014-05-06,5754
2014-05-05,5661
2014-05-04,5364
2014-05-03,6386
2014-05-02,18778
2014-05-01,9017
2014-04-30,6989
2014-04-29,7703
2014-04-28,9365
2014-04-27,10802
2014-04-26,11741
2014-04-25,9352
2014-04-24,8479
2014-04-23,8998
2014-04-22,8633
2014-04-21,8339
2014-04-20,10255
2014-04-19,10453
2014-04-18,9053
2014-04-17,9248
2014-04-16,7267
2014-04-15,6976
2014-04-14,7963
2014-04-13,8102
2014-04-12,8145
2014-04-11,6721
2014-04-10,6755
2014-04-09,6584
2014-04-08,5480
2014-04-07,4936
2014-04-06,17884
2014-04-05,7512
2014-04-04,4729
2014-04-03,3947
2014-04-02,3992
2014-04-01,3246
2014-03-31,9611
2014-03-30,11939
2014-03-29,15204
2014-03-28,7264
2014-03-27,9515
2014-03-26,11230
2014-03-25,10188
2014-03-24,7136
2014-03-23,9844
2014-03-22,23100
2014-03-21,8355
2014-03-20,6946
2014-03-19,8657
2014-03-18,8575
2014-03-17,5758
2014-03-16,7186
2014-03-15,21611
2014-03-14,5908
2014-03-13,6835
2014-03-12,6268
2014-03-11,8501
2014-03-10,7494
2014-03-09,5059
2014-03-08,23168
2014-03-07,4890
2014-03-06,5796
2014-03-05,5448
2014-03-04,4472
2014-03-03,4028
2014-03-02,4407
2014-03-01,4919
2014-02-28,3021
2014-02-27,2748
2014-02-26,2635
2014-02-25,2136
2014-02-24,1362
2014-02-23,2306
2014-02-22,3143
2014-02-21,2228
2014-02-20,1730
2014-02-19,1653
2014-02-18,1363
2014-02-17,1390
2014-02-16,1382
2014-02-15,1405
2014-02-14,1669
2014-02-13,1537
2014-02-12,2074
2014-02-11,2338
2014-02-10,3073
2014-02-09,3410
2014-02-08,3768
2014-02-07,4574
2014-02-06,5265
2014-02-05,7949
2014-02-04,10985
2014-02-03,12257
2014-02-02,10982
2014-02-01,5147
2014-01-31,1117
2014-01-30,869
2014-01-29,920
2014-01-28,963
2014-01-27,1171
2014-01-26,1067
2014-01-25,1140
2014-01-24,1030
2014-01-23,1103
2014-01-22,1135
2014-01-21,1283
2014-01-20,846
2014-01-19,1153
2014-01-18,1305
2014-01-17,846
2014-01-16,837
2014-01-15,821
2014-01-14,964
2014-01-13,768
2014-01-12,1943
2014-01-11,1179
2014-01-10,696
2014-01-09,722
2014-01-08,607
2014-01-07,595
2014-01-06,680
2014-01-05,927
2014-01-04,1127
2014-01-03,1031
2014-01-02,1454
2014-01-01,972
2013-12-31,1057
2013-12-30,1455
2013-12-29,1559
2013-12-28,1321
2013-12-27,1095
2013-12-26,1276
2013-12-25,1226
2013-12-24,944
2013-12-23,1093
2013-12-22,1165
2013-12-21,1645
2013-12-20,1453
2013-12-19,1269
2013-12-18,1422
2013-12-17,1453
2013-12-16,1496
2013-12-15,1296
2013-12-14,2268
2013-12-13,1453
2013-12-12,1282
2013-12-11,1291
2013-12-10,1475
2013-12-09,1378
2013-12-08,1845
2013-12-07,1993
2013-12-06,1683
2013-12-05,1871
2013-12-04,1840
2013-12-03,1668
2013-12-02,1619
2013-12-01,2149
2013-11-30,3119
2013-11-29,2415
2013-11-28,2616
2013-11-27,2622
2013-11-26,2842
2013-11-25,3042
2013-11-24,3454
2013-11-23,5672
2013-11-22,4733
2013-11-21,4267
2013-11-20,4141
2013-11-19,4542
2013-11-18,4467
2013-11-17,6268
2013-11-16,9968
2013-11-15,2805
2013-11-14,3053
2013-11-13,3388
2013-11-12,3602
2013-11-11,3911
2013-11-10,4950
2013-11-09,6552
2013-11-08,6913
2013-11-07,6624
2013-11-06,7781
2013-11-05,6891
2013-11-04,8130
2013-11-03,8285
2013-11-02,10868
2013-11-01,9373
2013-10-31,8070
2013-10-30,9323
2013-10-29,10101
2013-10-28,9985
2013-10-27,16197
2013-10-26,19105
2013-10-25,2013
2013-10-24,17580
2013-10-23,19020
2013-10-22,19471
2013-10-21,19499
2013-10-20,20360
2013-10-19,23581
2013-10-18,23421
2013-10-17,21483
2013-10-16,25330
2013-10-15,23663
2013-10-14,19639
2013-10-13,19325
2013-10-12,18145
2013-10-11,17803
2013-10-10,13448
2013-10-09,10934
2013-10-08,10002
2013-10-07,208595
2013-10-01,16750
2013-09-30,15520
2013-09-29,16319
2013-09-27,15430
2013-09-26,14595
2013-09-25,15084
2013-09-24,16589
2013-09-23,17356
2013-09-22,15358
2013-09-21,12515
2013-09-20,23362
2013-09-19,13776
2013-09-18,11070
2013-09-17,12159
2013-09-16,13092
2013-09-15,15516
2013-09-14,15744
2013-09-13,15890
2013-09-12,13338
2013-09-11,15199
2013-09-10,14685
2013-09-09,13425
2013-09-08,12084
2013-09-07,11969
2013-09-06,13428
2013-09-05,10046
2013-09-04,9905
2013-09-03,8365
2013-09-02,7211
2013-09-01,7741
2013-08-31,8477
2013-08-30,9189
2013-08-29,8649
2013-08-28,9356
2013-08-27,11041
2013-08-26,11728
2013-08-25,14503
2013-08-24,15683
2013-08-23,15381
2013-08-22,13703
2013-08-21,14126
2013-08-20,13430
2013-08-19,13843
2013-08-18,16326
2013-08-17,17135
2013-08-16,16959
2013-08-15,15130
2013-08-14,13775
2013-08-13,13555
2013-08-12,13343
2013-08-11,14852
2013-08-10,14219
2013-08-09,15540
2013-08-08,13468
2013-08-07,9926
2013-08-06,10874
2013-08-05,9722
2013-08-04,10723
2013-08-03,9749
2013-08-02,8342
2013-08-01,7752
2013-07-31,6705
2013-07-30,6352
2013-07-29,6050
2013-07-28,5785
2013-07-27,5534
2013-07-26,5592
2013-07-25,4666
2013-07-24,4529
2013-07-23,4244
2013-07-22,4241
2013-07-21,4626
2013-07-20,4702
2013-07-19,4727
2013-07-18,4736
2013-07-17,4923
2013-07-16,5023
2013-07-15,5453
2013-07-14,6004
2013-07-13,5611
2013-07-12,6182
2013-07-11,8022
2013-07-10,15649
2013-07-09,15656
2013-07-08,16050
2013-07-07,19906
2013-07-06,19685
2013-07-05,14641
2013-07-04,10762
2013-07-03,11086
2013-07-02,11320
2013-07-01,12713
2013-06-30,15038
2013-06-29,14402
2013-06-28,12516
2013-06-27,9492
2013-06-26,10023
2013-06-25,10322
2013-06-24,8015
2013-06-23,9904
2013-06-22,11023
2013-06-21,10861
2013-06-20,10375
2013-06-19,11516
2013-06-18,10653
2013-06-17,10161
2013-06-16,13101
2013-06-15,12192
2013-06-14,11557
2013-06-13,11586
2013-06-12,13846
2013-06-11,23554
2013-06-11,10640
2013-06-11,8681
2013-06-11,10201
2013-06-10,14549
2013-06-06,7966
2013-06-05,7516
2013-06-04,7194
2013-06-03,6499
2013-06-02,8175
2013-06-01,8232
2013-05-31,7331
2013-05-30,6222
2013-05-29,5787
2013-05-28,6379
2013-05-27,6184
2013-05-26,7318
2013-05-25,7834
2013-05-24,7663
2013-05-23,5937
2013-05-22,7205
2013-05-21,5785
2013-05-20,4623
2013-05-19,11620
2013-05-18,6089
2013-05-17,6019
2013-05-16,4887
2013-05-15,5552
2013-05-14,5103
2013-05-13,4358
2013-05-12,5665
2013-05-11,5332
2013-05-10,4869
2013-05-09,3740
2013-05-08,3139
2013-05-07,2770
2013-05-06,2795
2013-05-05,3112
2013-05-04,3327
2013-05-03,4228
2013-05-02,5284
2013-05-01,6175
2013-04-30,13473
2013-04-29,6557
2013-04-28,4761
2013-04-27,4278
2013-04-26,5118
2013-04-25,4237
2013-04-24,4640
2013-04-23,5863
2013-04-22,5007
2013-04-21,9216
2013-04-20,10693
2013-04-19,9863
2013-04-18,8832
2013-04-17,8406
2013-04-16,7721
2013-04-15,6808
2013-04-14,7296
2013-04-13,7752
2013-04-12,7541
2013-04-11,5861
2013-04-10,7386
2013-04-09,5874
2013-04-08,4753
2013-04-07,4343
2013-04-06,5536
2013-04-05,21788
2013-04-04,7089
2013-04-03,4777
2013-04-02,4573
2013-04-01,3985
2013-03-31,15417
2013-03-30,17688
2013-03-29,12665
2013-03-28,8260
2013-03-27,11076
2013-03-26,8489
2013-03-25,4926
2013-03-24,8461
2013-03-23,11906
2013-03-22,9611
2013-03-21,5785
2013-03-20,8180
2013-03-19,5847
2013-03-18,4344
2013-03-17,7119
2013-03-16,8816
2013-03-15,9442
2013-03-14,4868
2013-03-13,6432
2013-03-12,4543
2013-03-10,4903
2013-03-09,7356
2013-03-08,5784
2013-03-07,3221
2013-03-06,3338
2013-03-05,2299
2013-03-04,1641
2013-03-03,2552
2013-03-02,2722
2013-03-01,2016
2013-02-28,1862
2013-02-27,1438
2013-02-26,1580
2013-02-25,1046
2013-02-24,1374
2013-02-22,1702
2013-02-21,1923
2013-02-20,2563
2013-02-19,2125
2013-02-18,2716
2013-02-17,2917
2013-02-16,4366
2013-02-15,3766
2013-02-14,6146
2013-02-13,7725
2013-02-12,9114
2013-02-11,5063
2013-02-10,2657
2013-02-09,560
2013-02-08,533
2013-02-07,907
2013-02-06,923
2013-02-05,889
2013-02-04,892
2013-02-03,977
2013-02-02,1270
2013-02-01,810
2013-01-31,1129
2013-01-30,1135
2013-01-29,928
2013-01-28,992
2013-01-27,1053
2013-01-26,1398
2013-01-25,924
2013-01-24,774
2013-01-23,885
2013-01-22,825
2013-01-21,1010
2013-01-20,889
2013-01-19,981
2013-01-18,1385
2013-01-17,688
2013-01-16,616
2013-01-15,566
2013-01-14,705
2013-01-13,808
2013-01-12,1200
2013-01-11,711
2013-01-10,767
2013-01-09,383
2013-01-08,636
2013-01-07,472
2013-01-06,607
2013-01-05,576
2013-01-04,729
2013-01-01,3130
2012-12-31,3601
2012-12-30,2739
2012-12-29,1304
2012-12-28,1319
2012-12-27,1384
2012-12-26,1187
2012-12-25,1223
2012-12-24,1441
2012-12-23,1441
2012-12-22,1494
2012-12-21,1134
2012-12-20,1221
2012-12-19,1387
2012-12-18,1411
2012-12-17,1111
2012-12-16,1894
2012-12-15,2053
2012-12-14,1642
2012-12-13,1636
2012-12-12,1657
2012-12-11,1673
2012-12-10,1410
2012-12-09,2159
2012-12-08,2647
2012-12-07,1945
2012-12-06,1984
2012-12-05,2260
2012-12-04,2048
2012-12-03,1988
2012-12-02,2445
2012-12-01,2797
2012-11-30,2633
2012-11-29,2546
2012-11-28,2414
2012-11-27,3289
2012-11-26,2094
2012-11-25,3777
2012-11-24,4122
2012-11-23,4579
2012-11-22,3995
2012-11-21,4944
